0.4627012417363402 -0.1292470491106119 -0.09413842867654292 -0.5228051025483872	3 1 2 0
0.39896815643932687 0.4376879757765578	0 1
-0.09651985258553697 0.2025217292990096 -0.9648618378895215	2 0 1
0.12837154177846377 1.2943281619290736 0.4583966902037047 -0.16496443936117267	3 0 2 1
-1.3718661661134495 1.8976957926035745 1.149046465138761 2.92265018708951	0 2 1 3
-1.506599188525471 1.8450780069333204 0.0881835491798862	0 2 1
0.020173771121443036 0.09484449015377501 -0.5722814264736719 -1.0186082344344396	3 2 0 1
-1.020333924026654 0.6464218215012784 -1.2278782211538832 -1.655890295513856 -0.32512862491812294	3 2 0 4 1
0.02584670342017129 0.1586344789093585 0.4347197722398549	0 1 2
0.03985988235610644 0.9709625629156815 0.600889504981418 -0.05990650311743762 -1.2356832300863585	4 3 0 2 1
1.1539333218407335 -0.20472920248703733 -0.7575638155908758 -0.18561659933034788 -1.1277833351816278	4 2 1 3 0
-1.5311238450554872 -0.17242043046680086 0.13945147277138184 0.9308229032578011 -1.6244507289277081	4 0 1 2 3
1.1799858951515276 0.31501982538171835	1 0
0.43788300845312544 1.322842248288555 -1.0070818100116712	2 0 1
-0.5690510240686304 -0.8438297508851548 2.1080129655636255 -1.3357294945178568 0.33825606083253046	3 1 0 4 2
-0.8938619022751801 -0.4395720630043433 -1.4150735533874106 1.4350245672194695	2 0 1 3
-1.203236408089294 -0.8527926187487769 1.2800676086474994 0.3652644724636902 1.866440872285241	0 1 3 2 4
0.49754960294005596 1.3926210608200407	0 1
1.0772282556463684 0.07736787092182429	1 0
0.64661537602711 -1.058153279466288 -0.06947448119857713	1 2 0
0.2634414909624984 0.9311239440982154	0 1
-1.255874230235732 1.0604354900818493	0 1
-0.3656308059986536 1.0754289500605454 1.0941022260273272	0 1 2
0.7968039156464544 -1.6035872957719701 1.2932386319619846	1 0 2
-0.05657827617787672 0.8178979050859526	0 1
-1.7344351536355893 0.18056006009840844 -0.9906958178323635	0 2 1
2.183596560912626 -0.6723512081810107 1.3151789869760637 0.5809189999463631 0.8168440816140827	1 3 4 2 0
0.39091663812807237 -0.2389418037239079 0.3740604506310846 1.0031875247294693	1 2 0 3
-0.5614481786607827 0.4724051500875284	0 1
0.5049158780612706 -0.39401234434733595 0.17394440466771513 -0.11169661503553624	1 3 2 0
0.028289884427023213 -0.03102291939776854	1 0
0.3934528235822723 -0.399422422309724 -0.14965945846741183 0.30373130112081115 -0.06873513438714257	1 2 4 3 0
-0.1273402767136471 -1.455182270560463	1 0
-0.5842078994815056 0.9187276101786369 2.006192187959852 -0.8283308506693446	3 0 1 2
-0.9208322394222012 -1.6007844340476056 0.18107439534004202 1.3277065168682072	1 0 2 3
-1.6120809652869552 0.5253991699355846 2.6018147740935675 1.3971809192756675 -1.9486791335972526	4 0 1 3 2
-1.205437500704965 0.21312758234201856 0.2612888596516715 -1.2972253363679622 0.16373936214551182	3 0 4 1 2
-2.353843998966743 -1.2108559059465986 0.6233266763598975 -0.5133050257265749 0.04795165428159016	0 1 3 4 2
1.0427745866690246 1.1384127043511507	0 1
1.6270928506621771 -1.0705604510954458	1 0
1.3026417865875413 -0.6202509712217347	1 0
0.3081842182338255 -1.3205892796104541 0.6036978737770458 -0.3661132997521701 1.692691792599968	1 3 0 2 4
-0.791305804502213 0.5399607580964818	0 1
0.9927139770598781 -1.4101602240886768 0.9252409869958789	1 2 0
0.5676803888782057 2.175708683034702 -0.3910045245341796	2 0 1
-2.57212932444205 0.2615959191865743	0 1
0.2064389834664397 -1.0935873849834146 -0.35945791718572284 -1.5492592318184653 0.0018134005137105127	3 1 2 4 0
1.5839647463001536 -0.22332473846989392 0.22322539560347285 0.26443821676591645	1 2 3 0
1.2553102313502162 1.0412763975374895	1 0
-1.5172124839388454 2.269623970953023 -1.8270162939262946 -0.221120873035742	2 0 3 1
1.988320118659234 -3.2249135742798676 1.6390549173951268 -0.27015640322013734 -2.205947864758926	1 4 3 2 0
-0.32121842297705894 -0.2318803109546325	0 1
0.789839582374115 -0.09643451729435364 -0.004044329673499101 -0.7724571108034323 -0.9068004165152646	4 3 1 2 0
0.6786192918837957 -1.122589292232068 1.3609507260101146 -1.3952413047628098	3 1 0 2
0.1771994799907917 -0.1087642598985188 0.568170548451133 0.47199112099435636	1 0 3 2
-0.9419649893884932 1.5684238345170562 -0.5959830635125033	0 2 1
1.0881594700993988 -0.07263665564215663 -0.252985541256232	2 1 0
-0.8975969376203007 -0.04996565205294261 -0.190096028460605	0 2 1
-0.9298073405548918 0.9968807449461873 -1.3465792114850406 0.8324433714665407 0.8146346074223855	2 0 4 3 1
-0.729065252076571 -1.0029948429582811 1.5054098819591444 -2.673323559974741 -3.597098665037044	4 3 1 0 2
1.0843075408614464 -0.024683832021634235	1 0
2.51926782519045 1.1665308009362614 -0.4498528126982513	2 1 0
0.49568899316820053 -1.1758978354588818	1 0
-0.24222811035132305 -0.2938052554320603 -0.6852729635486686 1.203036614270555	2 1 0 3
-1.5746934338878793 -1.0616925759846831 0.6786093213600337	0 1 2
0.549406605034394 -1.4279577253630633 -1.4377118930784998 1.5914844561504347 -0.2693702899292461	2 1 4 0 3
1.666336315681253 1.0854016013395866 -1.6288288159929494 0.2614636637410216 1.438355338033677	2 3 1 4 0
-1.8204005723878829 1.2760005339714608 0.32420184627984977	0 2 1
-0.8314672600876094 2.2150990114115765 -0.05654669146600779	0 2 1
0.3143948637526454 -0.17080460325643995	1 0
-1.7306624915583881 -0.989198910480348 0.006162396492468777	0 1 2
0.38676408375529986 -0.4004291281865991 0.3252336994621289	1 2 0
-0.4210475685531957 -0.6584261307264877 0.7079502945253103 1.0327133565763615 0.38960178591073663	1 0 4 2 3
0.6342134717916097 -0.17866810988367934 1.8593177404679555 -0.15596874874032182	1 3 0 2
0.10300853535237658 -0.309270931121493 -0.40145325532063253 0.1554436039374171 0.5355640237549198	2 1 0 3 4
0.31671760873843696 -1.5879232578218219	1 0
0.11352294023028395 1.0458874213850933	0 1
-1.132371339901694 -0.5879057861633405 0.4320610711604234 0.8067417305921962	0 1 2 3
0.8963977956466106 0.4310072069266932	1 0
0.23216840148237333 -0.4127344763365146 -0.0378113362825524 0.9205968449460181 0.9924356471817215	1 2 0 3 4
-1.4861103233661777 -0.09165624577751952 -1.127627719991252	0 2 1
-0.9783758829320316 2.281763528048388	0 1
-0.8245335613006626 -0.4173425107960531 3.0483569314484873 -1.567641539355012 -1.0475933908709487	3 4 0 1 2
0.6751368780756317 -0.5270254660689782 -0.8320737413066562 0.8847949194720407	2 1 0 3
1.1685825172667281 0.37820327407396714	1 0
-0.2824178851716866 0.26646740319581347	0 1
-0.9999782509322779 -0.25796307081519076 1.876921866588442 0.061911500227176154 -1.0987132457067648	4 0 1 3 2
-1.124662175665787 0.6771014216597097	0 1
-0.6597022147232001 -0.583503206845808 -1.242864519677229	2 0 1
-0.10807431879260748 -2.6757600520852534 1.3087434399276299 0.04726212242922822	1 0 3 2
0.5107265887459402 -0.13537811255746376 -0.254271387777694 -0.17763441083571127	2 3 1 0
-2.0239697982088023 0.6260930554966071	0 1
0.5215715204013859 1.012793852207942 -1.5735904496189992	2 0 1
1.1352632643784164 -1.1114976632817735 0.5157618664374735 -1.8616006351277643 0.6077729683927392	3 1 2 4 0
1.6788046621929302 0.34715491475167765 -0.3088246301936949 1.7498104095189135	2 1 0 3
-1.0066439866430785 -1.2632592777946217 1.0287441864870672	1 0 2
-0.07160394147231096 -1.584681546493099 0.9547549882591492	1 0 2
1.166379396906809 -0.6110946883531714 0.3305620854027372	1 2 0
0.7323606089025192 1.0199284654187788 -0.3134638176158576 0.5424425746551587 0.2547543541364781	2 4 3 0 1
-1.4966045848651814 1.1758787413776184 2.4724527074353437 -0.27203621639727404 0.40621830011584	0 3 4 1 2
-1.070402629282081 -0.16774063837549172 2.101998435293236	0 1 2
0.6698224489191302 0.34628040913709773	1 0
-0.5839248660887231 -0.4516300895607862 0.8424249884825763 0.8155397826786103	0 1 3 2
-0.8316021575739604 -0.1288081569445392	0 1
-1.1673018169148515 -0.9319749484528024 -0.7327560769821839	0 1 2
-1.8597286919162968 -0.12399581054278061 -0.1833184601668019 -0.6489183554819359 -0.5320941633692898	0 3 4 2 1
-1.3357825744451868 1.2130560220138487	0 1
-0.3669393669965166 -0.561317287785053 -0.5451051737929972 0.49725920089901676 0.13462935146128205	1 2 0 4 3
-0.4449950576132 -0.7255562503082349 -1.1228083657696355	2 1 0
-0.08005003980912316 -0.5320150967635239	1 0
-1.1351341030157873 0.42422866185470437 1.3918669530116878	0 1 2
0.762201235333965 1.8946550134860338	0 1
-1.684080611459524 0.4471310716609311 0.8253469517814782	0 1 2
-1.8519832490177488 0.02558961745738509 0.2241048789288553 -1.1696953395832659 -0.9892441083354715	0 3 4 1 2
0.03273958469642932 -2.1238185076649065 -0.15388141417893086	1 2 0
-0.09199713077844662 -0.5971934752238334 0.5219172720714441 -1.932637732068237 0.22114773266592622	3 1 0 4 2
0.33662401303217504 2.032515100136439	0 1
1.5202306771545324 0.17349762612118638 1.0206609371264188	1 2 0
-0.32431618161793446 0.09482738867831401 -0.9405343114105449 -1.0608728659875881	3 2 0 1
-1.5856920649093404 -0.4184192476449647 -0.46200574070180345 -0.0778399320456672 -0.7766851219646619	0 4 2 1 3
-0.019109216443208055 -0.3340266214439633 -1.5606886409547658	2 1 0
-0.3993800150624939 0.6585277949738617 -1.2751956686133215 -1.7543032352518144 -1.6118987796957958	3 4 2 0 1
0.3507298637930696 1.4789835013302348 0.1563676704123329 -0.2500811375248883 -0.4591198505978298	4 3 2 0 1
0.3788738493287534 1.3755359907959401	0 1
0.7714543554297352 0.2621488401495023	1 0
-1.0324351613335487 -0.38078239908434575 -1.383779177750476 -0.30529958447089195 -0.4247954404981397	2 0 4 1 3
0.6323665269847966 -0.7780167200554811 -1.594613547385361 0.38887470671065255 -0.5577375827072293	2 1 4 3 0
-2.1601178784099075 -0.9066535806736987 -2.0251794439639395 0.020185698745189284 1.2388055132057312	0 2 1 3 4
0.6549058479849542 0.043647196160441305 0.8979050276127135 -0.1488630744041648 1.2819059461047664	3 1 0 2 4
-0.7862774524409567 -0.2536696290901208	0 1
-1.7054367884519515 0.8321918138785148	0 1
0.6583032854217707 0.20526026968701863 -0.8742440999250063	2 1 0
0.5214776913410402 0.7158685926752271 1.3944015933963438	0 1 2
-3.151698467883608 1.1478655778113136 -1.0675429789943682 -0.7340301827647209	0 2 3 1
-1.682581424212847 -1.0884785956481715 1.717715592201621	0 1 2
1.7216365830256128 -0.0932256977123333	1 0
-0.6427652242514581 0.1258625791859067 1.4522322740010352	0 1 2
0.2303266726422659 -0.2741303979495998 -0.6158358635751869 1.0354207294693694 -0.18533772333375673	2 1 4 0 3
0.7171633701306191 0.5156531316380188 -0.5454885960893818 -0.392523822810716	2 3 1 0
-1.0626633896699111 -1.3499057605995035 1.4305950926887647	1 0 2
0.26645733609421696 1.0353685345148997 -2.081292858622598 0.01809967617110446 0.5723752191384739	2 3 0 4 1
0.29523590733892563 -0.21447883022068223	1 0
1.990037172952863 -0.030674017956185795 -1.2534785933714165 -1.3012314819685997	3 2 1 0
1.2998468365186449 -0.19492323815645596 0.5581196406036236 1.7975903693509057	1 2 0 3
0.34139601962626603 0.3618869126696767 0.09324223625827716 -0.5818688574261306	3 2 0 1
-0.5736991941136433 -0.9331563267357958 -0.09225999210398253 -0.07367835921730144 -0.18546671711464882	1 0 4 2 3
0.39992945720099804 -0.6979667550896047	1 0
-0.8573754542031877 -0.9208005919674132 -0.7510918038947292	1 0 2
-1.579196291152994 0.4073653380001748 -0.1366877922294738 -0.09264769654550792 -0.18405479184976264	0 4 2 3 1
-2.3080923190666014 1.671559189404593 -1.5641910765188256 -0.2723632109376171	0 2 3 1
0.14374928539840895 1.0276660179745432 0.6966156860637375 0.4338969692683697	0 3 2 1
1.0102870667005002 -1.2013430320810603 0.2875630282541621	1 2 0
1.6757767427722217 -1.0143914393476434 0.2703658210930092 1.7095981115919945 -1.9237049915792155	4 1 2 0 3
-0.7250471916601009 0.2635711611150082	0 1
-0.6927863280914879 0.6631949789426902 -1.3126528625176095 0.29180213282037054 0.9688154051268654	2 0 3 1 4
1.328317198927568 0.4491888616087382 0.7483598847776531 0.6482427050107531	1 3 2 0
1.4026100209123873 -0.5735514330839767 1.771011333028605	1 0 2
-1.4060144661636542 1.3393896538780563	0 1
2.866836299980245 -1.135102437649858 0.5301740629285357	1 2 0
-0.7367975303442496 -0.7631645757853026 1.3078708068631257	1 0 2
0.7846739476043815 0.0571256213240672 0.07271346902882042 0.21679918384393204 -1.264633968381915	4 1 2 3 0
0.3372710121238441 0.41992213745349405 1.3543209264740816 -1.5146457297309401 -0.7717147994684936	3 4 0 1 2
-0.8737662081786678 2.009064648524148 0.27827708769931253	0 2 1
-2.731345310672318 1.8055620613584593	0 1
0.7304412864613892 1.9843205903376195	0 1
1.1201807743840735 -0.11314451176163054 2.0029439637767443 -0.7018688531655838 0.008306685267033256	3 1 4 0 2
0.22212851823354024 0.890735587307885	0 1
-0.6909677881739383 -0.988338363201229 -0.031034385376328164 0.3636594707137029 0.2749078493866902	1 0 2 4 3
0.015785516216673633 -2.3666665334219643 -1.2275452170587953	1 2 0
0.4630936448096323 0.7539110988918739	0 1
0.24823055661072088 -0.75480328339774 1.4362371860030627 -0.3504224726781205 0.49018898539297046	1 3 0 4 2
1.2959177453090152 1.2971455312553144 -0.2562541127483176 -0.6570030275907385	3 2 0 1
1.1087233810905923 1.104826881283289	1 0
-0.881623257046005 -0.23455958139312855 -0.47142774713331315 -0.03204923451358757	0 2 1 3
0.2363580975131346 1.3884302134157283 0.413266435056077	0 2 1
-0.5633530026699363 1.4916217112131778 -1.931728176747477 -0.9335045304789548	2 3 0 1
1.0702569756159197 0.08487857729954541 0.8591087007099211	1 2 0
1.2239842466231265 1.135261518695986 0.4315847124011585	2 1 0
-0.13745840006302418 1.094640602245604 0.2471165105805916 1.4751998346300326	0 2 1 3
1.3272198606033063 -0.32954977843143113 0.841015137140809 0.8142187298195289 -0.12829993805293155	1 4 3 2 0
-0.684695768413583 0.1728373609745453 0.026559540253077968 -2.7502029163858905	3 0 2 1
2.0645813300098346 0.6108202027085885 -0.31626024001561903	2 1 0
-1.8509898443290207 -0.16916987279709983 0.01308766640893933 1.0711280990750152 -0.6009758177757073	0 4 1 2 3
-0.5348420917588208 1.0136469459183826 -0.25427420338861695 -0.306110083703825	0 3 2 1
0.8182337795374414 -0.3293989812192662	1 0
-0.12326656749799991 0.17207414020858094	0 1
1.0061226730053643 0.7723717176949737 -0.4288097666357452	2 1 0
-1.1043306004271174 0.46211950387831685 -1.857261172931296	2 0 1
1.7146884695329074 -0.9748460709204928	1 0
-1.3935856216582196 -0.7888510281732644 -0.5527590554663514	0 1 2
0.49153368608704906 0.6807680845333701 0.006961704495927746 1.2529074483333678 1.4574559471051767	2 0 1 3 4
-0.21617197257585646 -3.2813311347764924 -0.9139870917099591 0.565094983096447	1 2 0 3
0.49403549637741273 -0.9934948941944599 -0.7316474718849583	1 2 0
1.2396618708044416 1.4019218376523637 1.3119340432975208 1.5008662809252613 0.7358655597481818	4 0 2 1 3
-1.1929875533340788 0.10368437140904177 0.5713689223499204 -1.4345821428248897 0.8686852963283271	3 0 1 2 4
-1.0163637785226933 0.05030898531485437	0 1
-0.23514618445396634 -0.20818588065134308 -0.9342317386129524 1.2401098387945022	2 0 1 3
2.376873028262965 0.615498986031322 1.7490754344582014	1 2 0
-0.17888266219234664 -0.4685994938316246 0.1531958546194216 0.9090764475216339	1 0 2 3
-0.3972013008200412 -1.4825965132750645 -0.9826080999631607 -0.5726665057410807 -0.47850349572222994	1 2 3 4 0
0.187556806391947 -0.4384691780684364	1 0
0.9620803415717849 -1.6374966494341314	1 0
1.3590574279130967 0.35485583558915174 0.1955637634422277 0.744616617836998	2 1 3 0
1.0181823565450199 0.3990973321266515	1 0
-0.7892188555690677 0.30829979789247053 -2.2140747466745845	2 0 1
1.2320870588657837 -0.5502562048046195 -2.299214547865778	2 1 0
0.006044373446364796 0.9828159797420444 1.2474816165655196 -0.3913471274381478 0.1276401590952301	3 0 4 1 2
-0.5373343124297818 0.48290569647006626 -0.8187913245726401	2 0 1
0.36609359410897885 -0.41357331229056926	1 0
-0.20961074045781436 -0.9383834757885501 1.912825515192697 0.7006746568050943	1 0 3 2
3.002724766149314 1.8086396525385893 -0.8960360619673947 -0.5558867867226222 -1.713087478418732	4 2 3 1 0
-0.7719005281788381 -1.767796566558461 0.1109168890190203 -1.0216688335528556	1 3 0 2
-0.5511056650892228 1.0840188474938457 0.7069402867965511 1.314430990754798 -2.5302889270913664	4 0 2 1 3
-0.33135343382652593 -0.15530108042583707 0.19547898322482934	0 1 2
-0.6534072680426041 -0.006150583316486802	0 1
0.16936736222336998 0.03751406020493174 0.18648115342001143 -0.09788592634385575 -0.8511808802567326	4 3 1 0 2
0.36354253213707993 0.6596945607455454 0.7690651627479433 0.5193993254706748 -1.4232798514849228	4 0 3 1 2
0.5961475880772442 -0.7031211010036392 0.8184897234054332 0.7847923254940096 -0.927757673182126	4 1 0 3 2
-1.048416051470328 -1.846894921121528 1.068161968514649 -0.1037166526589443	1 0 3 2
1.718303627535424 0.7859441891671319 -1.0861605419209737 0.9573697149904019 -0.7821195334238809	2 4 1 3 0
-0.7112637867549862 -0.22132265201086224 0.13105504525523598	0 1 2
0.8433270057031463 1.5525974480903035	0 1
-1.4646842803802407 -0.8120285413686037	0 1
-0.30437453224031014 0.2214738782976252 -0.8365297581970915	2 0 1
-1.1801013784827517 1.7537548384722557 -0.6881263433206496 -0.6734823013911085	0 2 3 1
1.0010177807417122 -0.8058155210912936 -1.861151173804149	2 1 0
1.8457408849834698 -0.12141539368242718 -0.5300832459436488 0.2794677129343015	2 1 3 0
0.1182189320346372 0.529598089756247 -0.19482864651817183 -0.7384021894933099 -0.4810788471097293	3 4 2 0 1
-1.8101881363238945 2.254265829571021 1.2515002992551796 -0.7914266610717766	0 3 2 1
0.49090052466581985 0.9466094999755826 0.10157989478494539 -0.05630165169193449	3 2 0 1
0.2779104399030519 -0.2786164566525249 -1.6134453905345179 0.6195264466349868 -0.03628509123808178	2 1 4 0 3
-0.24964419009667765 -1.1101566658256237 -0.5424858676578297 -1.1414568868949015 -0.812802873028044	3 1 4 2 0
-1.574777880967639 0.821435199051532 0.7063386330330194 -0.18409419198960184	0 3 2 1
0.3199873800372811 -0.016542866962934527 -0.7716115523753582	2 1 0
-0.24131524086437173 -0.3421121659853292	1 0
-1.131514046047016 -2.651427139351698 -0.09128827452744909	1 0 2
-0.06310449798838026 -0.0037666435400704116 2.502613065129646 -0.39768417587980964	3 0 1 2
1.1033760471026888 -0.30465126673564386 -2.016435712081434	2 1 0
0.6818680828771424 0.7264423836791689	0 1
-0.9152841881767617 1.0405378565328103	0 1
-1.6412735160497394 -0.07930041331450821 1.12634646676956 0.21040924515104742	0 1 3 2
-1.0985316570756511 0.5245546376333909 -1.1622214068861225 -0.2194704400496133	2 0 3 1
0.8299343235050965 0.07850378452365646 -2.8612406811424567	2 1 0
0.7770861946305031 -1.2200805636029204 -1.6225827237865103 1.3995567966739237 1.2059648219236228	2 1 0 4 3
0.5250007894962562 1.1488796968747268 1.0919698533681312 -0.4903116091890825 0.5243933917886381	3 4 0 2 1
-0.3864996981161555 -0.6122172870861053	1 0
0.9342086046241297 -0.6943309847232902 -0.2232287032901051	1 2 0
1.2208996904882983 0.605481116336208 1.289624769383249	1 0 2
0.8891984582928291 1.0191913071254093	0 1
-0.2352596132827649 0.7282557607455897 -0.5947370010810097	2 0 1
1.6474082957563772 1.2848019623159144 -1.89705348629277 1.6934242352589592 -0.24036963945895887	2 4 1 0 3
-0.6733370543767835 -0.11087247685005847 0.3241550228097168 -1.199654720522337 0.3936646125861839	3 0 1 2 4
0.630750847039064 -1.0636515576684762	1 0
-1.1448700036618762 -0.6624532570187324	0 1
0.3721045012502465 -0.5723150083179075 -0.28412384890689024	1 2 0
-0.030183207253504096 -2.1477906115890835 -1.3616892387964565	1 2 0
0.3002616254644672 -0.14545975020815172 -1.5879284641586482	2 1 0
1.3649711204025268 -2.0019747204713623 -0.5965758749988692	1 2 0
-2.1821064259741627 -0.47434956389741834	0 1
-0.2672389156115269 -0.7492649483119003 -2.1704836903322713 0.6183896554655405 -0.976075317379329	2 4 1 0 3
-0.5454293844743712 0.8145693298619114 0.3062687777844309 0.5511353116064596 -0.7018542190221926	4 0 2 3 1
1.9833687366619397 0.6769084964571128 -0.49922231761520436	2 1 0
0.8856363818253307 1.5505407114968086 -0.6045450772857585 1.314500006157713 -0.08773681999255185	2 4 0 3 1
-0.4226111356205981 -1.5972212514750974	1 0
0.3092687003488414 0.023441491391118868 0.5876985389355599 0.7723334164840601 0.11123422113654416	1 4 0 2 3
0.7203459009085023 -0.33290633463688535 0.4748074235194224 0.5242399510489152 1.1546941453432962	1 2 3 0 4
-1.2701129556964508 0.5790167861089616 -0.4306784840908502 -0.3395475394371338	0 2 3 1
0.9266073506238011 0.9777705174550665	0 1
0.4833667671635545 -0.346613698880439 -0.21816096956375977 1.9988563603953682 -0.4265493211036928	4 1 2 0 3
-1.0459474791724634 -0.07353906170915817 0.0725710329267705 0.3351356251306489	0 1 2 3
0.0034342653852692247 0.11910387876352266 1.4683960425839084 0.6792185841107359	0 1 3 2
0.640750425740141 -0.99724615856779	1 0
-2.260175994984724 1.0187922890349261 -1.4706003969754309 -0.1611264402906215 -1.211024399831592	0 2 4 3 1
-0.621876225733467 0.6171943811611416 -1.2050343709000393 0.315658226774309 2.257137559235659	2 0 3 1 4
0.225215695990483 0.3980444826003517 0.6726955072792892 0.0162258655921107	3 0 1 2
0.7034471595172292 1.1996699777322777 0.6368383555322678 -1.806909923645436	3 2 0 1
0.9764810211072453 0.40705719895100323 0.5685695060811601	1 2 0
0.08400731973636053 -0.27091990027027696 0.5527694716202153 0.7117014697192148	1 0 2 3
-1.068196034653812 -0.37062392660824073	0 1
1.2260775663266468 -1.063550408981914	1 0
-0.25899517724204146 -0.7225271942882038 0.45564236412948916 0.48802060206002507	1 0 2 3
1.1572496706191635 1.0411569487278303	1 0
0.03750616549041588 -0.40060971063426104 -0.3807661954043106 -0.048870834934762554	1 2 3 0
0.40455035617932916 0.955300600776295	0 1
-0.6647210673711519 -0.04059856219955126 -1.4933136760611192 1.0170048259321554 0.17284998303308896	2 0 1 4 3
-0.8490635756982402 -0.7773826221313289 0.6901008293698732 -0.012049946959086441	0 1 3 2
-0.21602773462980512 -0.23488419590613407 -0.6397305027411224	2 1 0
0.3860523945455495 -0.29466373968870463	1 0
0.14175932439498581 -0.7174408597315505 -0.3698385266363197 0.8592138736965358	1 2 0 3
0.698602531529093 -0.021050386819733036 1.023453873292273 -0.3428949769342077	3 1 0 2
-0.16068717043931707 0.8434670805938712	0 1
-1.2356880979413318 0.40307791861833875 1.1545707229977773	0 1 2
0.962045672066391 1.6922402610340326	0 1
-1.486291788329375 -1.8716598078007587	1 0
-0.3606949695360975 0.8371669301542948	0 1
0.24123933908983758 -0.4140527100628153 -0.6064237843849685	2 1 0
0.37351462439256705 1.0625738488119774	0 1
-0.4243078847094922 -0.07001262310251233	0 1
-0.1765957747675221 -0.5852669483679092 -1.496025223777019 1.0915488900414574	2 1 0 3
-2.39939662498786 -0.024846675122118637 -0.2181598650321629	0 2 1
0.659159380006843 -1.0791146498820203 -0.7500630205663114	1 2 0
